primary_name,type
SHAROBEL 28 DAY (Pack),rxterm
SIVEXTRO (Oral Pill),rxterm
SIVEXTRO (Injectable),rxterm
CLODAN (Shampoo),rxterm
Sodium bicarbonate/Sodium chloride (Nasal Solution Powder),rxterm
NEO-SYNALAR (Topical),rxterm
FALLBACK SOLO (Oral Pill),rxterm
STRIVERDI (Inhalant),rxterm
PLEGRIDY STARTER PACK (Pack),rxterm
Suvorexant (Oral Pill),rxterm
Calcium chloride/Magnesium chloride/Potassium acetate/Sodium acetate/Sodium chloride (Injectable),rxterm
OPCICON ONE-STEP (Oral Pill),rxterm
WAL-SLEEP Z (Oral Disintegrating),rxterm
PERIGIENE (Soap),rxterm
EYE STREAM (Ophthalmic),rxterm
ORALAIR 100 (Sublingual),rxterm
ORALAIR 300 (Sublingual),rxterm
ORALAIR CHILDREN AND ADOLESCENTS SAMPLE KIT (Pack),rxterm
Ledipasvir/Sofosbuvir (Oral Pill),rxterm
Sotalol (Oral Liquid),rxterm
SOTYLIZE (Oral Liquid),rxterm
HUMIRA PEDIATRIC CROHN'S DISEASE STARTER PACKAGE (6 COUNT) (Pack),rxterm
HUMIRA PEDIATRIC CROHN'S DISEASE STARTER PACKAGE (3 COUNT) (Pack),rxterm
Succinylcholine (Injectable),rxterm
SOOTHE MINERAL OIL (Ophthalmic),rxterm
Cholecalciferol/Sodium fluoride (Oral Liquid),rxterm
SOOLANTRA (Topical),rxterm
SAXENDA (Injectable),rxterm
Lidocaine/Menthol/Methyl salicylate (Topical),rxterm
SAVAYSA (Oral Pill),rxterm
Secukinumab (Injectable),rxterm
IVAREST POISON IVY ITCH SPRAY (Topical),rxterm
ROSULA (Soap),rxterm
Benzocaine/Salicylic acid (Topical),rxterm
SALINOCAINE (Topical),rxterm
BENZEPRO (Soap),rxterm
OTEZLA 28-DAY 10/20/30 STARTER PACK (Pack),rxterm
DERMA GRAN SPRAY (Topical),rxterm
SEROQUEL XR 14-DAY SAMPLE KIT (Pack),rxterm
PLEGRIDY PEN STARTER PACK (Pack),rxterm
Doxycycline/Salicylic acid (Pack),rxterm
STIOLTO (Inhalant),rxterm
OSCIMIN (Sublingual),rxterm
Citric acid/Potassium citrate (Oral Solution Powder),rxterm
CYTRA-K (Oral Solution Powder),rxterm
VIIBRYD STARTER PACK 10/20 30 DAY PACK (Pack),rxterm
"BCG, live, Tice strain (Topical)",rxterm
"BCG, live, Tice strain (Injectable)",rxterm
Sacubitril/Valsartan (Oral Pill),rxterm
SIMULECT (Injectable),rxterm
SYNAGIS (Injectable),rxterm
Hepatitis A vaccine (inactivated) strain HM175 (Injectable),rxterm
Siltuximab (Injectable),rxterm
SYLVANT (Injectable),rxterm
Magnesium sulfate (Injectable),rxterm
Ampicillin/Sulbactam (Injectable),rxterm
Sonidegib (Oral Pill),rxterm
EXIDINE (Soap),rxterm
SETLAKIN 91 DAY (Pack),rxterm
MOSCO ONE STEP CORN REMOVER (Topical),rxterm
MONISTAT SIMPLE THERAPY (Vaginal),rxterm
SYNJARDY (Oral Pill),rxterm
ALPHANINE SD (Injectable),rxterm
Coccidioides immitis spherule (Injectable),rxterm
SPHERUSOL (Injectable),rxterm
Magnesium sulfate (Oral Pill),rxterm
Patiromer (Oral Suspension Powder),rxterm
VELTASSA (Oral Suspension Powder),rxterm
GAVILYTE-H (Oral Solution Powder),rxterm
STRENSIQ (Injectable),rxterm
SUPARTZ (Injectable),rxterm
DERMAZINC (Shampoo),rxterm
FYCOMPA 4/6 SAMPLE PACK (Pack),rxterm
Sebelipase alfa (Injectable),rxterm
Sugammadex (Injectable),rxterm
Selexipag (Oral Pill),rxterm
Selexipag (Pack),rxterm
Aprepitant (Oral Suspension Powder),rxterm
EMEND (Oral Suspension Powder),rxterm
levETIRAcetam (Oral Suspension Tablet),rxterm
SPRITAM (Oral Suspension Tablet),rxterm
SERNIVO (Topical),rxterm
SILKA CREAM (Topical),rxterm
SUBSYS 1200 MCG (Pack),rxterm
SUBSYS 1600 MCG (Pack),rxterm
Iron sucrose (Injectable),rxterm
MG217 PSORIASIS SALICYLIC ACID (Shampoo),rxterm
LANTISEPTIC NOURISHING SKIN (Topical),rxterm
WAL-SOM (DOXYLAMINE) (Oral Pill),rxterm
VENCLEXTA STARTING PACK (Pack),rxterm
Simvastatin (Oral Liquid),rxterm
"Docusate/Sennosides, USP (Oral Pill)",rxterm
D-VI-SOL (Oral Liquid),rxterm
Glucose/Sodium chloride (Injectable),rxterm
Protamine sulfate (USP) (Injectable),rxterm
SPRIX (Nasal),rxterm
STIMATE (Nasal),rxterm
SYNAREL (Nasal),rxterm
Sofosbuvir/Velpatasvir (Oral Pill),rxterm
GONITRO (Sublingual),rxterm
SPS (Oral Liquid),rxterm
Soybean oil (Injectable),rxterm
HUMIRA PEN - PSORIASIS STARTER PACK (Pack),rxterm
BIORE (Soap),rxterm
ADLYXIN STARTER KIT (Pack),rxterm
SUFentanil (Injectable),rxterm
SUSTOL (Injectable),rxterm
Vibrio cholerae CVD 103-HGR strain live antigen (Oral Liquid),rxterm
Hydroxyethyl starch 130-0.4 (Injectable),rxterm
HER STYLE (Oral Pill),rxterm
HUMIRA PEDIATRIC CROHN'S DISEASE STARTER PACKAGE (2 COUNT) (Pack),rxterm
SELZENTRY (Oral Liquid),rxterm
North American coral snake antivenin (Injectable),rxterm
SOLIQUA (Injectable),rxterm
Sodium acetate (Injectable),rxterm
Eltrombopag (Oral Suspension Powder),rxterm
PROMACTA (Oral Suspension Powder),rxterm
SYNJARDY XR (Oral Pill),rxterm
SPINRAZA (Injectable),rxterm
Glucose/Potassium chloride/Sodium chloride (Injectable),rxterm
Calcium chloride/Glucose/Lactate/Potassium chloride/Sodium chloride (Injectable),rxterm
Potassium chloride (Oral Solution Powder),rxterm
KLOR-CON (Oral Solution Powder),rxterm
STING-KILL (Topical),rxterm
Folic acid/Inositol (Oral Solution Powder),rxterm
PREGNITUDE (Oral Solution Powder),rxterm
Methylcellulose (Oral Suspension Powder),rxterm
CITRUCEL (Oral Suspension Powder),rxterm
GEL-SYN (Injectable),rxterm
Glutamine (Oral Solution Powder),rxterm
FLONASE SENSIMIST (Nasal),rxterm
SILIQ (Injectable),rxterm
"Sodium phosphate, dibasic/Sodium phosphate, monobasic (Injectable)",rxterm
CEPASTAT SORE THROAT & COUGH (Oral Lozenge),rxterm
COLACE W/SENNOSIDES (Oral Pill),rxterm
HUMIRA PEN 40 MG/0.4 ML STARTER PACK - CROHN'S DISEASE (Pack),rxterm
HUMIRA PEN 40 MG/0.4 ML STARTER PACK - PSORIASIS (Pack),rxterm
HUMIRA PREFILLED SYRINGE 80 MG/0.8 ML STARTER PACK - PEDIATRIC CROHN'S DISEASE (Pack),rxterm
FREE AND CLEAR (Shampoo),rxterm
Zinc pyrithione (Soap),rxterm
SYMPROIC (Oral Pill),rxterm
STAMARIL (Injectable),rxterm
SIMLIYA 28 DAY (Pack),rxterm
SIMPESSE 91 DAY (Pack),rxterm
"HUMIRA PEN 80 MG/0.8 ML - STARTER PACKAGE FOR CROHN'S DISEASE, ULCERATIVE COLITIS OR HIDRADENITIS SUPPURATIVA (Pack)",rxterm
HUMIRA PEN 80 MG/0.8 ML AND 40 MG/0.4 ML - PSORIASIS/UVEITIS STARTER PACKAGE (Pack),rxterm
LO SIMPESSE 91 DAY (Pack),rxterm
Safinamide (Oral Pill),rxterm
Sarilumab (Injectable),rxterm
Vitamin K1 (Sublingual),rxterm
Dapagliflozin/sAXagliptin (Oral Pill),rxterm
ENDARI (Oral Solution Powder),rxterm
SYNDROS (Oral Liquid),rxterm
Sofosbuvir/Velpatasvir/Voxilaprevir (Oral Pill),rxterm
ALA SEB T (Shampoo),rxterm
Secnidazole (Oral Granules),rxterm
SOLOSEC (Oral Granules),rxterm
Sodium iodide (Injectable),rxterm
Saccharomyces cerevisiae (Oral Pill),rxterm
Olive oil/Soybean oil (Injectable),rxterm
SHINGRIX (Injectable),rxterm
Vitamin A (Sublingual),rxterm
Capsaicin/Lidocaine/Trolamine salicylate (Topical),rxterm
Calcium carbonate/Sodium fluoride (Oral Pill),rxterm
Sulfur (Topical),rxterm
Bosentan (Oral Suspension Tablet),rxterm
TRACLEER (Oral Suspension Tablet),rxterm
SYMJEPI (Injectable),rxterm
DISKETS (Oral Suspension Tablet),rxterm
Semaglutide (Injectable),rxterm
ELIQUIS 30-DAY STARTER PACK (Pack),rxterm
SEGLUROMET (Oral Pill),rxterm
STEGLATRO (Oral Pill),rxterm
Ertugliflozin/SITagliptin (Oral Pill),rxterm
STEGLUJAN (Oral Pill),rxterm
Capsicum extract/Levomenthol/Synthetic camphor (Topical),rxterm
SINUVA (Implant),rxterm
SUBLOCADE (Injectable),rxterm
TARSUM REFORMULATED (Shampoo),rxterm
Bismuth subsalicylate (Oral Pill),rxterm
Spirulina (Oral Pill),rxterm
American house dust mite allergenic extract/European house dust mite allergenic extract (Sublingual),rxterm
ODACTRA (Sublingual),rxterm
Biotin (Sublingual),rxterm
Salmon oil (Oral Pill),rxterm
SIKLOS (Oral Pill),rxterm
SYMDEKO (100 MG / 150 MG; 150 MG) (Pack),rxterm
SYMFI (Oral Pill),rxterm
SUBVENITE (Oral Pill),rxterm
Sevoflurane (Inhalant),rxterm
"Potassium phosphate/Sodium phosphate, dibasic/Sodium phosphate, monobasic (Oral Pill)",rxterm
Sodium citrate (Chewable),rxterm
Capsaicin/Trolamine salicylate (Topical),rxterm
Bifidobacterium infantis (Oral Suspension Powder),rxterm
EVIVO (Oral Suspension Powder),rxterm
STERITALC (Topical),rxterm
"SUBVENITE GREEN (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, OR PRIMIDONE AND NOT TAKING VALPROATE) (Pack)",rxterm
"SUBVENITE ORANGE (FOR PATIENTS NOT TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR VALPROATE) (Pack)",rxterm
SUBVENITE BLUE (FOR PATIENTS TAKING VALPROATE) (Pack),rxterm
Resorcinol/Sulfur (Topical),rxterm
Sodium tetradecyl sulfate (Injectable),rxterm
Polyethylene glycol 3350/Potassium chloride/Sodium chloride/Sodium sulfate (Oral Solution Powder),rxterm
Sodium zirconium cyclosilicate (Oral Suspension Powder),rxterm
LOKELMA (Oral Suspension Powder),rxterm
VIGADRONE (Oral Solution Powder),rxterm
Coal tar (Shampoo),rxterm
Desmopressin (Sublingual),rxterm
NOCDURNA (Sublingual),rxterm
SYMTUZA (Oral Pill),rxterm
Camphor/Capsaicin/Menthol/Methyl salicylate (Topical),rxterm
Sulfur (Shampoo),rxterm
Tacrolimus (Oral Suspension Granules),rxterm
PROGRAF (Oral Suspension Granules),rxterm
SUCRETS SORE THROAT (Oral Lozenge),rxterm
IMVEXXY 4 MCG STARTER PACK (Pack),rxterm
IMVEXXY 10 MCG STARTER PACK (Pack),rxterm
Stiripentol (Oral Pill),rxterm
Stiripentol (Oral Suspension Powder),rxterm
DIACOMIT (Oral Suspension Powder),rxterm
Ethinyl estradiol/Segesterone (Vaginal),rxterm
SEIZALAM (Injectable),rxterm
MUCILIN (Oral Suspension Powder),rxterm
Sarecycline (Oral Pill),rxterm
SEYSARA (Oral Pill),rxterm
SUPRANE (Inhalant),rxterm
BLIS-TO-SOL (Topical),rxterm
DANDREX (Shampoo),rxterm
SAL-PLANT GEL (Topical),rxterm
SEBEX (Shampoo),rxterm
SEBULEX (Shampoo),rxterm
Sodium polystyrene sulfonate (Oral Suspension Powder),rxterm
SELSUN BLUE (Shampoo),rxterm
SYMPAZAN (Oral Film),rxterm
SUFentanil (Sublingual),rxterm
DSUVIA (Sublingual),rxterm
BIO-STATIN (Oral Pill),rxterm
DHS TAR SHAMPOO (Shampoo),rxterm
Rifamycin SV (Oral Pill),rxterm
SALETO (Oral Pill),rxterm
SOLARCAINE PLUS ALOE (Topical),rxterm
IONIL T (Shampoo),rxterm
Povidone-iodine (Soap),rxterm
Lactobacillus acidophilus/Lactobacillus delbrueckii subsp. bulgaricus (Oral Pill),rxterm
SPRAVATO (Nasal),rxterm
SPRAVATO 84 MG DOSE KIT (Pack),rxterm
SPRAVATO 56 MG DOSE KIT (Pack),rxterm
Siponimod (Oral Pill),rxterm
Solriamfetol (Oral Pill),rxterm
SUNOSI (Oral Pill),rxterm
SCOT-TUSSIN DM COUGH CHASERS (Oral Lozenge),rxterm
Dextromethorphan/Phenylephrine (Oral Spray),rxterm
DHS SALICYLIC ACID 3% (Shampoo),rxterm
Siponimod (Pack),rxterm
MAYZENT 2 MG STARTER PACK (Pack),rxterm
SULFO-LO (Soap),rxterm
IONIL PLUS (Shampoo),rxterm
SEROMYCIN (Oral Pill),rxterm
STRI-DEX CLEAR GEL (Topical),rxterm
PROPA P.H. (Soap),rxterm
SEBASORB (Topical),rxterm
SULFOAM (Shampoo),rxterm
EX-LAX REGULAR STRENGTH PILLS (Oral Pill),rxterm
SKYRIZI (Injectable),rxterm
SKYRIZI 150 MG DOSE SYRINGE PACK (Pack),rxterm
SLYND (Pack),rxterm
Colloidal oatmeal (Soap),rxterm
SYMDEKO (50 MG / 75 MG; 75 MG) (Pack),rxterm
Selenious acid (Injectable),rxterm
Selinexor (Oral Pill),rxterm
Selinexor (Pack),rxterm
BACTOSHIELD (Soap),rxterm
Semaglutide (Oral Pill),rxterm
Sofosbuvir (Oral Pellet),rxterm
SOVALDI (Oral Pellet),rxterm
Ledipasvir/Sofosbuvir (Oral Pellet),rxterm
Soybean lecithin (Oral Pill),rxterm
Bacillus subtilis/Inulin (Chewable),rxterm
Chondroitin sulfates (Oral Pill),rxterm
SCENESSE (Implant),rxterm
Ethanol/Iodine/Sodium iodide (Topical),rxterm
SECUADO (Transdermal),rxterm
AUSTEDO 12 MG STARTING DOSE PACK (Pack),rxterm
SARCLISA (Injectable),rxterm
Iodine/Sodium iodide (Topical),rxterm
Camphor/Lidocaine/Methyl salicylate (Topical),rxterm
ZEPOSIA 37-DAY STARTER KIT (Pack),rxterm
ZEPOSIA 7-DAY STARTER PACK (Pack),rxterm
Selumetinib (Oral Pill),rxterm
Sacituzumab (Injectable),rxterm
Polyethylene glycol 400/Tetrahydrozoline/Zinc sulfate (Ophthalmic),rxterm
Selpercatinib (Oral Pill),rxterm
Apomorphine (Sublingual),rxterm
KYNMOBI (Sublingual),rxterm
Potassium chloride/Sodium chloride (Injectable),rxterm
Dolutegravir (Oral Suspension Tablet),rxterm
TIVICAY (Oral Suspension Tablet),rxterm
Manganese sulfate (Injectable),rxterm
Solifenacin (Oral Liquid),rxterm
mitoMYcin (Pyelocalyceal Solution Powder),rxterm
JELMYTO (Pyelocalyceal Solution Powder),rxterm
SEMGLEE (Injectable),rxterm
Sincalide (Injectable),rxterm
Sodium hydroxide (Topical),rxterm
Menthol/Selenium sulfide (Shampoo),rxterm
SEVENFACT (Injectable),rxterm
SUPREP PEDIATRIC BOWEL PREP KIT (Pack),rxterm
Satralizumab (Injectable),rxterm
Streptozocin (Injectable),rxterm
Sodium chloride/Sodium citrate (Injectable),rxterm
GRALISE SAMPLE PACK (Pack),rxterm
Magnesium sulfate/Potassium chloride/Sodium sulfate (Oral Pill),rxterm
SUTAB (Oral Pill),rxterm
NIZORAL PSORIASIS (Shampoo),rxterm
Baloxavir marboxil (Oral Suspension Granules),rxterm
XOFLUZA (Oral Suspension Granules),rxterm
Setmelanotide (Injectable),rxterm
E-Z-GAS II (Oral Solution Granules),rxterm
Glucose (Oral Solution Powder),rxterm
ALOCANE MAX STRENGTH (Topical),rxterm
Salicylic acid/Urea (Topical),rxterm
Permethrin (Shampoo),rxterm
Sodium nitrite (Injectable),rxterm
HUMIRA PEN 80 MG/0.8 ML - STARTER PACKAGE FOR PEDIATRIC ULCERATIVE COLITIS (Pack),rxterm
Shark liver oil (Oral Pill),rxterm
CLENIA (Soap),rxterm
"AUSTEDO 12 MG STARTING DOSE, 4 WEEK TITRATION PACK (Pack)",rxterm
Saccharomyces boulardii (Oral Pill),rxterm
Sotorasib (Oral Pill),rxterm
Somapacitan (Injectable),rxterm
SOGROYA (Injectable),rxterm
Posaconazole (Oral Suspension Powder),rxterm
NOXAFIL (Oral Suspension Powder),rxterm
Dexmethylphenidate/Serdexmethylphenidate (Oral Pill),rxterm
Selexipag (Injectable),rxterm
SAPHNELO (Injectable),rxterm
Camphor/Levomenthol/Methyl salicylate (Topical),rxterm
Copper sulfate/Manganese sulfate/Selenious acid/Zinc sulfate (Injectable),rxterm
SAJAZIR (Injectable),rxterm
SKYTROFA (Injectable),rxterm
OLANZapine/Samidorphan (Oral Pill),rxterm
Sofosbuvir/Velpatasvir (Oral Pellet),rxterm
SCEMBLIX (Oral Pill),rxterm
SUSVIMO (Injectable),rxterm
Sirolimus (Injectable),rxterm
Sodium chloride (Oral Liquid),rxterm
SEGLENTIS (Oral Pill),rxterm
SOAANZ (Oral Pill),rxterm
Sutimlimab (Injectable),rxterm
Soy protein isolate (Oral Pill),rxterm
MAYZENT 1 MG STARTER PACK (Pack),rxterm
Sirolimus (Topical),rxterm
Mecobalamin/Vitamin B12 (Sublingual),rxterm
Ascorbic acid/Ferrous sulfate XR (Oral Pill),rxterm
Strontium (Injectable),rxterm
Abacavir/Dolutegravir/lamiVUDine (Oral Suspension Tablet),rxterm
TRIUMEQ (Oral Suspension Tablet),rxterm
Horse chestnut seed (Oral Pill),rxterm
Calcium carbonate/Simethicone (Oral Liquid),rxterm
Urea (Shampoo),rxterm
dexmedeTOMIDine (Sublingual),rxterm
IGALMI (Sublingual),rxterm
Stannous fluoride (Paste),rxterm
DIFFERIN ACNE CLEARING (Soap),rxterm
EUCERIN ECZEMA RELIEF (Soap),rxterm
FLUORIMAX SENSITIVE (Toothpaste),rxterm
"SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein (Injectable)",rxterm
"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein (Injectable)",rxterm
Spesolimab (Injectable),rxterm
SPEVIGO (Injectable),rxterm
MEDICASP (Shampoo),rxterm
JAVYGTOR (Oral Solution Powder),rxterm
SOTYKTU (Oral Pill),rxterm
SKYSONA (Injectable),rxterm
SYNERCID (Injectable),rxterm
STIMUFEND (Injectable),rxterm
Mirvetuximab soravtansine (Injectable),rxterm
SEZABY (Injectable),rxterm
Omeprazole/Sodium bicarbonate (Oral Liquid),rxterm
SUNLENCA (Oral Pill),rxterm
SUNLENCA 4-TABLET PACK (Pack),rxterm
SUNLENCA 5-TABLET PACK (Pack),rxterm
SUNLENCA (Injectable),rxterm
SUNLENCA 927 MG KIT (Pack),rxterm
Phenylbutyrate (Oral Suspension Granules),rxterm
OLPRUVA (Oral Suspension Granules),rxterm
STRATAGRAFT (Topical),rxterm
"Rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain (Oral Liquid)",rxterm
Sparsentan (Oral Pill),rxterm
SYFOVRE (Injectable),rxterm
SKYCLARYS (Oral Pill),rxterm
Dabrafenib (Oral Suspension Tablet),rxterm
TAFINLAR (Oral Suspension Tablet),rxterm
"Fecal microbiota spores, live (Oral Pill)",rxterm
Respiratory syncytial virus pre-fusion F protein (Injectable),rxterm
Ascorbic acid (Oral Solution Powder),rxterm
Acetaminophen/Dextromethorphan (Oral Solution Powder),rxterm
FETZIMA TITRATION SAMPLE PACK (Pack),rxterm
Oxybate (Oral Suspension Granules),rxterm
LUMRYZ (Oral Suspension Granules),rxterm
Sotagliflozin (Oral Pill),rxterm
YUFLYMA AUTO-INJECTOR 40 MG/0.4 ML STARTER PACK - PLAQUE PSORIASIS (Pack),rxterm
"YUFLYMA AUTO-INJECTOR 40 MG/0.4 ML STARTER PACKAGE FOR CROHN'S DISEASE, PEDIATRIC CROHN'S DISEASE, ULCERATIVE COLITIS OR HIDRADENITIS SUPPURATIVA (Pack)",rxterm
IDACIO PEN 40 MG/0.8 ML STARTER PACK - PLAQUE PSORIASIS (Pack),rxterm
IDACIO PEN 40 MG/0.8 ML STARTER PACKAGE FOR CROHN'S DISEASE OR ULCERATIVE COLITIS (Pack),rxterm
Capsaicin/Menthol/Methyl salicylate/Methylnicotinate (Topical),rxterm
CYLTEZO PEN 40 MG/0.8 ML STARTER PACK - PSORIASIS (Pack),rxterm
CYLTEZO PEN 40 MG/0.8 ML STARTER PACKAGE FOR CROHN'S DISEASE OR ULCERATIVE COLITIS (Pack),rxterm
Magnesium sulfate/Polyethylene glycol 3350/Potassium chloride/Sodium chloride/Sodium sulfate (Pack),rxterm
SUFLAVE (Pack),rxterm
HYRIMOZ CROHN'S AND UC STARTER KIT (Pack),rxterm
HYRIMOZ PEDIATRIC CROHN'S STARTER KIT PATIENT WEIGHT > 40 KG (Pack),rxterm
HYRIMOZ PLAQUE PSORIASIS STARTER KIT (Pack),rxterm
HYRIMOZ PEDIATRIC CROHN'S STARTER KIT PATIENT WEIGHT < 40 KG (Pack),rxterm
FYCOMPA 2 MG 2-WEEK SAMPLE KIT (Pack),rxterm
ZEPOSIA 28-DAY STARTER KIT (Pack),rxterm
Somatrogon (Injectable),rxterm
AFREZZA SAMPLE PACK (Pack),rxterm
SOHONOS (Oral Pill),rxterm
Durlobactam/Sulbactam (Injectable),rxterm
POKONZA (Oral Solution Powder),rxterm
SOVUNA (Oral Pill),rxterm
VIGPODER (Oral Solution Powder),rxterm
"YUFLYMA AUTO-INJECTOR 80 MG/0.8 ML STARTER PACKAGE FOR CROHN'S DISEASE, ULCERATIVE COLITIS OR HIDRADENITIS SUPPURATIVA (Pack)",rxterm
YUFLYMA PEDIATRIC CROHN'S DISEASE STARTER PACKAGE (3 COUNT) (Pack),rxterm
YUFLYMA AUTO-INJECTOR 80 MG/0.8 ML AND 40 MG/0.4 ML STARTER PACK - PLAQUE PSORIASIS (Pack),rxterm
Ferrous sulfate/Folic acid (Oral Pill),rxterm
Acetaminophen/diphenhydrAMINE (Oral Solution Powder),rxterm
YUFLYMA PREFILLED SYRINGE 80 MG/0.8 ML AND 40 MG/0.4 ML STARTER PACKAGE FOR PEDIATRIC CROHN'S DISEASE (Pack),rxterm
SALYCIM (Topical),rxterm
SALYNTRA (Topical),rxterm
"Chikungunya virus antigen, live attenuated LR2006 OPY1 strain (Injectable)",rxterm
FLUZONE QUADRIVALENT 2024 SOUTHERN HEMISPHERE (Injectable),rxterm
SIMLANDI (Injectable),rxterm
Rilpivirine (Oral Suspension Tablet),rxterm
EDURANT (Oral Suspension Tablet),rxterm
Sotatercept (Injectable),rxterm
Sotatercept (Pack),rxterm
Sacubitril/Valsartan (Oral Pellet),rxterm
CYLTEZO PEN 40 MG/0.4 ML STARTER PACK - PSORIASIS (Pack),rxterm
CYLTEZO PEN 40 MG/0.4 ML STARTER PACK - CROHN'S DISEASE OR ULCERATIVE COLITIS (Pack),rxterm
OTEZLA 28-DAY 10/20 STARTER PACK (Pack),rxterm
OTEZLA 14-DAY 10/20 STARTER PACK (Pack),rxterm
Tovorafenib (Oral Suspension Powder),rxterm
OJEMDA (Oral Suspension Powder),rxterm
Respiratory syncytial virus pre-fusion F glycoprotein mRNA (Injectable),rxterm
Sofpironium (Topical),rxterm
SOFDRA (Topical),rxterm
Seladelpar (Oral Pill),rxterm
SPIKEVAX 2024-2025 (Injectable),rxterm
Levacetylleucine (Oral Suspension Granules),rxterm
AQNEURSA (Oral Suspension Granules),rxterm
COBENFY 28-DAY STARTER KIT (Pack),rxterm
Saccharomyces boulardii (Oral Suspension Powder),rxterm
FLORASTOR (Oral Suspension Powder),rxterm
LUMRYZ 28-DAY STARTER PACK (Pack),rxterm
Dimethyl sulfoxide/Miconazole (Topical),rxterm
SYMVESS (Implant),rxterm
STEQEYMA (Injectable),rxterm
OMVOH PREFILLED SYRINGE 300 MG DOSE CARTON (Pack),rxterm
hydroCHLOROthiazide (Oral Suspension Powder),rxterm
INZIRQO (Oral Suspension Powder),rxterm
Suzetrigine (Oral Pill),rxterm
Diclofenac/Methyl salicylate (Topical),rxterm
SELARSDI (Injectable),rxterm
"Sodium phosphate, dibasic/Sodium phosphate, monobasic (Oral Liquid)",rxterm
Ascorbic acid (Oral Suspension Powder),rxterm
"Sodium phosphate, dibasic/Sodium phosphate, monobasic (Oral Pill)",rxterm
Guaiacol/Methyl salicylate (Topical),rxterm
Silicon dioxide (Oral Pill),rxterm
Bismuth subgallate (Oral Pill),rxterm
Ascorbic acid/Chondroitin sulfates/Glucosamine (Oral Pill),rxterm
Bismuth subgallate (Chewable),rxterm
Coal tar/Salicylic acid (Shampoo),rxterm
Magaldrate/Simethicone (Oral Liquid),rxterm
Magnesium salicylate/Phenyltoloxamine (Oral Pill),rxterm
Mannitol/Sorbitol (Irrigation),rxterm
Methacholine/Methyl salicylate (Topical),rxterm
Salicylic acid/Sulfur (Soap),rxterm
Silver nitrate (Topical),rxterm
Sorbitol (Irrigation),rxterm
Streptomycin (Injectable),rxterm
Sodium fluoride (Oral Pill),rxterm
SIMPLY SALINE (Nasal),rxterm
CARMOL (Shampoo),rxterm
Stannous fluoride (Toothpaste),rxterm
Sulbutiamine (Oral Pill),rxterm
Sulfonated phenol/Sulfuric acid (Mucosal),rxterm
SOTRADECOL (Injectable),rxterm
Ferric subsulfate solution (Topical),rxterm
SCLEROSOL (Topical),rxterm
Glycerin/Sodium chloride (Nasal),rxterm
Biotin/Cysteine/Silicon dioxide (Oral Pill),rxterm
Soybean lecithin (Chewable),rxterm
BENZ-O-STHETIC (Mucosal),rxterm
Isopropyl alcohol/Methyl salicylate (Topical),rxterm
Potassium bitartrate/Sodium bicarbonate (Rectal),rxterm
SOLTAMOX (Oral Liquid),rxterm
GELATO SODIUM FLUORIDE (Oral Gel),rxterm
BENZ-O-STHETIC (Oral Gel),rxterm
ST-37 (Topical),rxterm
Simethicone (Oral Film),rxterm
SCALPICIN SCALP RELIEF (Topical),rxterm
"Secretin human, synthetic (Injectable)",rxterm
Poloxamer 407/Simethicone (Oral Gel),rxterm
SLOAN'S LINIMENT (Topical),rxterm
Bismuth subsalicylate/metroNIDAZOLE/Tetracycline (Pack),rxterm
"Sennosides, USP (Oral Film)",rxterm
Glycolate (Soap),rxterm
AQUA GLYCOLIC SHAMPOO AND BODY CLEANSER (Soap),rxterm
SAYMAN SALVE (Topical),rxterm
Samarium (Injectable),rxterm
Benzoyl peroxide/Salicylic acid (Topical),rxterm
STRI-DEX (Topical),rxterm
Calcium chloride/Glucose/Lactate/Magnesium chloride/Sodium chloride (Intraperitoneal),rxterm
"AMINOSYN II 8.5 %, SULFITE-FREE (Injectable)",rxterm
"AMINOSYN-PF 10 %, SULFITE-FREE (Injectable)",rxterm
Magnesium chloride/Potassium chloride/Sodium acetate/Sodium chloride/Sodium gluconate (Injectable),rxterm
Glucose/Magnesium acetate/Potassium acetate/Sodium chloride (Injectable),rxterm
TIS-U-SOL (Irrigation),rxterm
Calcium chloride/Magnesium chloride/Potassium chloride/Sodium acetate/Sodium chloride (Injectable),rxterm
Magnesium chloride/Potassium chloride/Sodium acetate/Sodium chloride/Sodium gluconate (Irrigation),rxterm
CEPACOL SORE THROAT FROM POST NASAL DRIP (Oral Lozenge),rxterm
Folic acid/Vitamin B12 (Sublingual),rxterm
SCYTERA (Topical),rxterm
Zolpidem (Oral Spray),rxterm
ZOLPIMIST (Oral Spray),rxterm
Rabies virus vaccine flury-lep strain (Injectable),rxterm
"Rabies virus vaccine wistar strain PM-1503-3M (human), inactivated (Injectable)",rxterm
"AMINOSYN 10%, SULFITE-FREE (Injectable)",rxterm
"AMINOSYN 8.5%, SULFITE-FREE (Injectable)",rxterm
Stannous fluoride (Oral Cream),rxterm
Bacillus anthracis strain V770-NP1-R antigens (Injectable),rxterm
"Smallpox vaccine live, New York City Board of Health vaccinia strain (Injectable)",rxterm
Strontium (Oral Pill),rxterm
